age,job,marital,education,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
28,blue-collar,married,6,1,1,1,may,wed,482,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
40,services,single,12,0,0,0,nov,fri,8,3,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
49,admin.,married,16,0,0,0,jul,mon,97,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
30,entrepreneur,married,17,1,1,0,nov,thu,267,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
29,admin.,married,16,0,0,0,may,mon,90,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0
36,management,single,16,0,0,0,jul,mon,310,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
72,retired,married,9,1,0,0,nov,fri,96,2,999,0,nonexistent,-3.4,92.649,-30.1,0.718,5017.5,0
36,management,married,16,1,0,0,nov,tue,267,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
36,admin.,married,12,0,1,1,may,tue,147,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
72,retired,single,16,0,0,0,may,fri,114,3,999,0,nonexistent,-1.8,93.876,-40,0.699,5008.7,0
29,admin.,single,12,1,0,0,aug,thu,61,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
39,services,married,12,0,0,1,may,tue,326,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
37,technician,single,16,0,0,0,may,thu,336,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
48,technician,single,16,0,0,0,aug,tue,532,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
38,entrepreneur,married,6,1,0,1,may,thu,196,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
41,admin.,married,17,1,0,1,may,fri,72,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
31,technician,married,17,1,0,0,apr,thu,160,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
37,entrepreneur,divorced,16,0,1,0,may,thu,95,3,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0
34,admin.,married,16,1,0,0,may,tue,442,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0
56,blue-collar,married,9,0,0,1,jun,wed,99,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
59,management,married,4,1,0,1,may,thu,374,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
47,technician,married,17,0,0,0,jul,mon,149,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
30,management,single,16,1,0,1,jul,mon,90,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
51,blue-collar,married,6,1,0,1,may,wed,271,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
53,admin.,married,9,0,0,1,jun,fri,122,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
28,blue-collar,married,9,0,0,1,may,thu,523,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
47,services,married,17,1,0,0,may,wed,137,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
27,technician,married,17,1,1,0,jul,mon,324,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
44,admin.,married,12,0,0,1,may,fri,130,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
54,retired,married,12,0,0,0,aug,wed,543,4,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
33,technician,married,17,1,0,0,aug,tue,64,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
40,unemployed,married,17,1,0,0,may,thu,609,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
34,blue-collar,married,9,0,0,0,may,fri,144,4,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
49,technician,married,17,1,0,1,jun,fri,79,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
45,housemaid,married,17,1,0,1,jun,thu,126,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
39,management,married,16,0,0,0,nov,tue,368,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
53,services,married,12,0,0,1,jun,fri,373,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
56,services,married,12,0,0,0,aug,fri,149,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
40,entrepreneur,married,9,1,0,0,nov,mon,69,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
48,blue-collar,married,9,1,0,0,aug,tue,108,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
31,services,divorced,12,1,0,0,apr,mon,267,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
39,management,married,16,1,0,1,nov,fri,10,7,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
27,admin.,single,12,1,1,0,may,thu,99,7,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
34,blue-collar,married,6,1,0,1,apr,mon,7,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
33,self-employed,married,4,0,0,0,aug,wed,106,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
36,admin.,single,16,0,0,0,nov,wed,149,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
38,admin.,married,16,0,1,1,jun,tue,346,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
48,entrepreneur,married,9,0,0,0,may,wed,487,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
35,blue-collar,married,6,0,0,1,jun,thu,144,7,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
31,services,married,12,1,0,1,jun,tue,157,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
32,technician,single,16,0,0,0,nov,thu,485,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,0
33,self-employed,single,16,1,1,0,nov,fri,203,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
29,admin.,single,12,0,0,0,aug,fri,384,1,4,3,success,-2.9,92.201,-31.4,0.881,5076.2,0
45,services,divorced,4,0,0,0,apr,thu,296,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
33,admin.,divorced,12,0,0,1,apr,fri,392,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
43,management,married,16,0,0,0,aug,mon,75,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,0
43,admin.,single,12,1,0,1,jul,tue,287,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
32,technician,single,16,1,0,0,aug,thu,133,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
46,admin.,married,12,1,0,0,apr,mon,166,5,999,4,failure,-1.8,93.749,-34.6,0.645,5008.7,0
42,retired,married,9,1,0,1,may,thu,180,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
49,technician,married,17,1,0,1,may,tue,447,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
37,housemaid,married,16,0,1,0,aug,mon,103,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
52,technician,married,17,1,0,0,nov,fri,632,1,999,1,failure,-3.4,92.649,-30.1,0.714,5017.5,0
37,services,married,12,0,0,1,may,thu,1187,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
48,admin.,married,9,0,0,1,may,thu,517,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
31,blue-collar,married,9,1,0,1,may,fri,22,7,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0
36,admin.,married,12,1,1,0,may,mon,47,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
32,blue-collar,married,9,1,0,0,apr,thu,114,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
33,blue-collar,married,9,0,1,1,jun,tue,16,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
41,admin.,single,12,0,0,0,apr,fri,68,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
34,housemaid,married,16,0,0,0,jul,tue,132,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
30,services,single,12,0,0,0,may,mon,75,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0
41,blue-collar,married,4,1,0,1,jun,mon,753,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
38,management,married,16,1,0,1,may,wed,290,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
43,technician,married,17,1,0,1,jun,tue,41,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
30,technician,single,12,1,0,0,aug,tue,183,13,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
39,management,married,9,1,0,1,may,fri,159,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
41,technician,married,16,0,0,1,may,wed,162,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
29,technician,married,16,1,1,0,aug,wed,94,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
47,admin.,married,16,1,0,0,nov,wed,93,1,999,1,failure,-0.1,93.2,-42,4.12,5195.8,0
55,housemaid,married,4,1,0,0,apr,mon,139,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,0
24,services,single,12,0,1,1,may,fri,134,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
28,admin.,single,12,1,0,0,jul,thu,270,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
33,self-employed,single,12,1,1,0,may,tue,113,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
35,admin.,married,16,1,1,1,may,mon,67,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
50,technician,married,16,1,0,0,jul,fri,367,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
54,blue-collar,married,6,1,0,1,jul,tue,34,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,0
49,blue-collar,married,4,0,0,0,nov,tue,34,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8,0
39,housemaid,married,4,0,0,0,aug,wed,975,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
44,management,married,12,0,0,0,jul,mon,164,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
38,blue-collar,divorced,4,0,0,0,nov,thu,60,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
34,services,married,12,1,0,0,jul,thu,156,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
37,technician,single,16,1,0,0,aug,thu,210,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
33,blue-collar,married,6,1,0,0,jul,fri,63,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
40,admin.,divorced,16,0,0,0,aug,mon,144,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
45,services,divorced,9,0,0,0,nov,wed,137,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
40,admin.,married,16,1,0,0,aug,mon,296,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
39,blue-collar,married,4,0,0,0,may,thu,155,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
46,admin.,married,12,1,0,0,nov,thu,790,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
38,admin.,single,16,1,1,1,may,thu,221,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
44,services,divorced,12,0,0,0,jul,fri,238,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
54,self-employed,divorced,12,0,0,1,jul,mon,178,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
30,admin.,married,16,0,0,1,jun,mon,100,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
26,technician,married,16,1,0,0,jul,thu,290,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
31,self-employed,married,4,1,0,0,aug,thu,63,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
58,housemaid,married,4,0,0,0,aug,wed,84,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
43,admin.,married,16,0,0,0,aug,mon,116,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
39,blue-collar,single,4,1,0,0,jul,thu,6,12,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
39,services,married,12,1,0,0,nov,fri,552,3,999,1,failure,-0.1,93.2,-42,4.021,5195.8,0
53,management,married,16,1,0,0,aug,wed,115,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
28,self-employed,single,9,0,0,1,may,mon,174,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
29,self-employed,single,16,0,1,1,nov,mon,378,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
41,blue-collar,married,9,1,0,0,nov,mon,176,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
35,technician,divorced,17,1,0,1,jun,thu,312,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
24,student,single,12,0,0,0,jun,tue,225,1,3,1,success,-2.9,92.963,-40.8,1.262,5076.2,0
50,blue-collar,married,9,1,0,1,may,mon,192,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
27,technician,single,17,0,0,0,may,thu,311,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
68,retired,married,4,0,0,1,sep,tue,201,1,999,1,failure,-3.4,92.379,-29.8,0.788,5017.5,0
31,unemployed,single,17,0,0,1,jul,fri,538,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0
41,admin.,divorced,12,0,0,1,may,tue,72,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
46,housemaid,married,4,1,0,0,jul,mon,31,20,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
32,admin.,married,16,1,1,0,nov,thu,51,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
33,admin.,married,16,1,0,0,aug,wed,117,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
29,technician,single,12,0,0,0,aug,thu,225,4,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
31,blue-collar,married,4,0,0,0,jul,wed,99,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
37,services,married,12,0,0,0,aug,tue,377,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
33,admin.,married,16,1,0,0,may,fri,101,2,999,3,failure,-1.8,93.876,-40,0.699,5008.7,0
22,admin.,single,12,1,0,0,may,wed,197,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
32,admin.,married,12,0,0,1,jun,wed,103,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
33,admin.,married,16,0,0,1,jun,mon,190,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
25,technician,divorced,12,1,0,0,jul,thu,237,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
44,management,divorced,16,0,0,0,may,mon,79,3,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0
30,management,married,16,0,0,0,may,thu,162,7,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0
32,admin.,single,16,1,0,1,may,tue,278,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
47,admin.,single,16,0,0,0,jul,tue,108,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
36,technician,divorced,16,1,0,0,aug,thu,197,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
35,blue-collar,married,9,0,0,0,may,thu,234,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0
39,blue-collar,married,4,0,0,1,jun,fri,250,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
43,services,married,6,1,0,0,nov,fri,158,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
53,entrepreneur,divorced,16,1,0,0,nov,wed,137,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
31,admin.,single,16,0,0,1,aug,mon,122,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,0
45,housemaid,married,6,1,0,0,may,wed,236,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0
71,retired,married,16,1,0,0,aug,thu,1112,1,999,0,nonexistent,-2.9,92.201,-31.4,0.829,5076.2,0
36,entrepreneur,married,6,1,0,1,may,tue,284,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
27,blue-collar,single,9,1,0,1,jun,mon,209,12,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
43,technician,divorced,17,1,0,1,apr,mon,18,5,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
59,management,married,16,1,0,0,aug,wed,77,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
42,self-employed,married,16,0,0,1,may,fri,493,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
51,admin.,married,16,1,0,0,aug,thu,119,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
36,admin.,married,16,1,0,1,dec,fri,52,4,999,0,nonexistent,-3,92.713,-33,0.71,5023.5,0
40,technician,married,17,1,0,0,jul,thu,847,10,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
31,admin.,married,16,1,0,0,may,mon,712,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
41,entrepreneur,divorced,17,1,0,0,jul,thu,194,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
35,management,married,16,1,0,0,aug,thu,76,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
34,management,single,16,1,1,0,nov,tue,79,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
42,self-employed,married,16,1,0,0,aug,tue,91,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
28,technician,single,17,1,0,0,jul,tue,167,2,6,1,success,-1.7,94.215,-40.3,0.893,4991.6,0
46,technician,divorced,17,1,0,0,jul,wed,90,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
45,services,married,12,0,0,1,may,tue,229,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
56,management,married,16,0,0,1,apr,fri,362,2,999,2,failure,-1.8,93.075,-47.1,1.479,5099.1,0
49,entrepreneur,married,16,1,1,1,may,fri,65,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
33,admin.,married,16,0,0,0,aug,tue,100,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
37,services,married,12,1,0,1,may,mon,226,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
34,technician,married,17,0,1,0,jul,fri,431,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
32,services,single,12,0,0,0,apr,thu,472,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
53,admin.,married,16,1,0,1,nov,fri,366,8,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
54,technician,married,16,0,0,0,nov,tue,432,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
45,admin.,married,16,0,0,0,jul,tue,242,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
44,admin.,divorced,16,1,0,0,jul,thu,155,11,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
41,blue-collar,married,6,0,0,1,jul,thu,5,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
33,services,married,12,1,0,0,jul,fri,548,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0
38,blue-collar,married,9,1,0,0,may,tue,276,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0
42,unemployed,divorced,12,0,0,1,may,fri,275,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
49,entrepreneur,married,12,1,1,0,may,tue,214,3,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0
31,blue-collar,single,9,0,1,0,may,wed,37,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
28,blue-collar,married,6,1,0,1,may,tue,152,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
30,admin.,single,16,0,0,1,may,wed,25,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
30,blue-collar,married,9,0,0,1,jun,fri,191,28,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0
62,retired,married,12,0,0,0,oct,wed,210,1,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,0
50,blue-collar,divorced,4,1,0,1,jun,mon,241,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
42,blue-collar,divorced,4,0,0,0,nov,thu,14,6,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
33,services,single,12,1,0,0,jul,tue,286,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
43,technician,married,12,1,0,0,aug,tue,88,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
43,blue-collar,married,9,0,0,0,jul,fri,377,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
80,retired,divorced,4,0,0,0,oct,tue,125,1,999,0,nonexistent,-3.4,92.431,-26.9,0.744,5017.5,0
32,admin.,single,12,1,0,1,jun,wed,23,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
44,admin.,divorced,16,0,1,0,aug,wed,12,14,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
41,blue-collar,married,9,0,0,1,may,tue,216,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
32,blue-collar,single,12,1,0,1,may,tue,124,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
27,admin.,single,12,0,0,0,apr,thu,314,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
43,blue-collar,married,9,1,0,1,jun,tue,128,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
33,blue-collar,single,16,1,1,0,may,wed,389,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
32,services,married,12,0,0,0,aug,wed,55,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
30,admin.,single,16,1,0,1,may,thu,68,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
34,technician,married,17,0,0,0,mar,mon,83,13,999,0,nonexistent,-1.8,92.843,-50,1.629,5099.1,0
33,blue-collar,married,17,0,0,0,may,thu,119,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
52,admin.,divorced,12,1,1,0,may,mon,110,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0
29,unemployed,divorced,16,1,0,1,nov,tue,366,3,999,1,failure,-0.1,93.2,-42,4.153,5195.8,0
38,blue-collar,married,9,1,1,1,may,fri,57,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
42,technician,married,17,1,0,0,aug,wed,246,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,0
58,management,married,9,0,0,0,jul,wed,109,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
37,services,divorced,4,0,0,0,may,fri,17,8,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
24,student,single,12,1,0,0,may,mon,504,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
35,management,single,16,0,0,0,may,tue,68,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
48,admin.,married,16,0,0,0,nov,fri,634,4,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
54,management,married,16,0,0,0,aug,thu,11,21,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
30,admin.,single,16,1,0,0,nov,mon,324,2,999,0,nonexistent,-1.1,94.767,-50.8,1.039,4963.6,0
31,services,divorced,17,1,0,0,nov,tue,61,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
32,admin.,single,16,0,0,0,aug,tue,240,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
30,technician,single,16,1,1,0,nov,thu,224,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
38,technician,single,16,0,0,1,may,wed,451,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
50,technician,married,17,0,1,1,jun,fri,64,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
31,technician,married,12,0,0,0,nov,thu,149,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,0
56,entrepreneur,married,16,0,0,1,apr,thu,95,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
47,blue-collar,divorced,9,0,0,0,may,tue,295,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
36,blue-collar,married,9,1,0,0,jul,fri,225,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
31,admin.,married,16,0,0,0,aug,tue,609,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
36,technician,married,16,0,0,0,aug,tue,125,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
35,technician,single,12,1,0,1,jun,mon,92,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
50,blue-collar,married,9,0,0,0,aug,thu,524,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
58,admin.,married,16,1,0,1,aug,thu,60,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
37,admin.,single,16,0,0,0,jul,tue,150,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
33,admin.,married,16,1,0,0,mar,thu,117,1,3,1,success,-1.8,93.369,-34.8,0.65,5008.7,0
29,admin.,single,16,1,1,0,may,wed,74,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
42,management,married,16,1,0,0,may,fri,95,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
34,entrepreneur,single,16,1,0,0,may,tue,168,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
32,services,married,12,1,0,1,jun,mon,29,32,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
42,services,divorced,12,1,1,0,jul,thu,464,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
64,retired,married,16,1,1,0,apr,tue,159,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
51,unemployed,married,9,0,0,1,may,fri,217,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
30,admin.,single,16,0,0,0,jun,thu,144,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0
47,blue-collar,married,4,0,0,1,may,thu,159,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
38,technician,married,17,1,0,1,may,fri,46,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
35,technician,single,17,0,0,1,jun,wed,394,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
